algo,universe,env,seed,time,model_size,replay_ratio
bbf_dac-xs-rr10,metaworld,reach-v2-goal-observable,1,2124,xs,10
bbf_dac-xs-rr10,metaworld,coffee-push-v2-goal-observable,1,2210,xs,10
bbf_dac-xs-rr10,metaworld,coffee-pull-v2-goal-observable,1,2194,xs,10
bbf_dac-xs-rr10,metaworld,basketball-v2-goal-observable,1,2176,xs,10
bbf_dac-xs-rr10,metaworld,hammer-v2-goal-observable,1,2187,xs,10
bbf_dac-xs-rr10,metaworld,push-back-v2-goal-observable,1,2182,xs,10
bbf_dac-xs-rr10,metaworld,pick-place-wall-v2-goal-observable,1,2195,xs,10
bbf_dac-xs-rr10,metaworld,lever-pull-v2-goal-observable,1,2151,xs,10
bbf_dac-xs-rr10,metaworld,disassemble-v2-goal-observable,1,2165,xs,10
bbf_dac-xs-rr10,metaworld,button-press-v2-goal-observable,1,2168,xs,10
bbf_dac-xs-rr15,metaworld,push-v2-goal-observable,1,3018,xs,15
bbf_dac-xs-rr15,metaworld,sweep-v2-goal-observable,1,3013,xs,15
bbf_dac-xs-rr15,metaworld,stick-pull-v2-goal-observable,1,3005,xs,15
bbf_dac-xs-rr15,metaworld,hand-insert-v2-goal-observable,1,2994,xs,15
bbf_dac-xs-rr15,metaworld,assembly-v2-goal-observable,1,2962,xs,15
bbf_dac-xs-rr15,metaworld,reach-v2-goal-observable,1,2928,xs,15
bbf_dac-xs-rr15,metaworld,coffee-push-v2-goal-observable,1,2992,xs,15
bbf_dac-xs-rr15,metaworld,coffee-pull-v2-goal-observable,1,2982,xs,15
bbf_dac-xs-rr15,metaworld,basketball-v2-goal-observable,1,2923,xs,15
bbf_dac-xs-rr15,metaworld,hammer-v2-goal-observable,1,2980,xs,15
bbf_dac-xs-rr15,metaworld,push-back-v2-goal-observable,1,2945,xs,15
bbf_dac-xs-rr15,metaworld,pick-place-wall-v2-goal-observable,1,3006,xs,15
bbf_dac-xs-rr15,metaworld,lever-pull-v2-goal-observable,1,2955,xs,15
bbf_dac-xs-rr15,metaworld,disassemble-v2-goal-observable,1,2997,xs,15
bbf_dac-xs-rr15,metaworld,button-press-v2-goal-observable,1,2947,xs,15
bbf_dac-xs-rr2,metaworld,push-v2-goal-observable,1,847,xs,2
bbf_dac-xs-rr2,metaworld,sweep-v2-goal-observable,1,859,xs,2
bbf_dac-xs-rr2,metaworld,stick-pull-v2-goal-observable,1,843,xs,2
bbf_dac-xs-rr2,metaworld,hand-insert-v2-goal-observable,1,858,xs,2
bbf_dac-xs-rr2,metaworld,assembly-v2-goal-observable,1,833,xs,2
bbf_dac-xs-rr2,metaworld,reach-v2-goal-observable,1,794,xs,2
bbf_dac-xs-rr2,metaworld,coffee-push-v2-goal-observable,1,825,xs,2
bbf_dac-xs-rr2,metaworld,coffee-pull-v2-goal-observable,1,824,xs,2
bbf_dac-xs-rr2,metaworld,basketball-v2-goal-observable,1,807,xs,2
bbf_dac-xs-rr2,metaworld,hammer-v2-goal-observable,1,829,xs,2
bbf_dac-xs-rr2,metaworld,push-back-v2-goal-observable,1,826,xs,2
bbf_dac-xs-rr2,metaworld,pick-place-wall-v2-goal-observable,1,851,xs,2
bbf_dac-xs-rr2,metaworld,lever-pull-v2-goal-observable,1,809,xs,2
bbf_dac-xs-rr2,metaworld,disassemble-v2-goal-observable,1,834,xs,2
bbf_dac-xs-rr2,metaworld,button-press-v2-goal-observable,1,802,xs,2
bbf_dac-xs-rr5,metaworld,push-v2-goal-observable,1,1385,xs,5
bbf_dac-xs-rr5,metaworld,sweep-v2-goal-observable,1,1387,xs,5
bbf_dac-xs-rr5,metaworld,stick-pull-v2-goal-observable,1,1355,xs,5
bbf_dac-xs-rr5,metaworld,hand-insert-v2-goal-observable,1,1385,xs,5
bbf_dac-xs-rr5,metaworld,assembly-v2-goal-observable,1,1354,xs,5
bbf_dac-xs-rr5,metaworld,reach-v2-goal-observable,1,1332,xs,5
bbf_dac-xs-rr5,metaworld,coffee-push-v2-goal-observable,1,1348,xs,5
bbf_dac-xs-rr5,metaworld,coffee-pull-v2-goal-observable,1,1355,xs,5
bbf_dac-xs-rr5,metaworld,basketball-v2-goal-observable,1,1346,xs,5
bbf_dac-xs-rr5,metaworld,hammer-v2-goal-observable,1,1322,xs,5
bbf_dac-xs-rr5,metaworld,push-back-v2-goal-observable,1,1299,xs,5
bbf_dac-xs-rr5,metaworld,pick-place-wall-v2-goal-observable,1,1334,xs,5
bbf_dac-xs-rr5,metaworld,lever-pull-v2-goal-observable,1,1303,xs,5
bbf_dac-xs-rr5,metaworld,disassemble-v2-goal-observable,1,1314,xs,5
bbf_dac-xs-rr5,metaworld,button-press-v2-goal-observable,1,1292,xs,5
bbf_dac-s-rr1,metaworld,push-v2-goal-observable,1,697,s,1
bbf_dac-s-rr1,metaworld,sweep-v2-goal-observable,1,666,s,1
bbf_dac-s-rr1,metaworld,stick-pull-v2-goal-observable,1,658,s,1
bbf_dac-s-rr1,metaworld,hand-insert-v2-goal-observable,1,678,s,1
bbf_dac-s-rr1,metaworld,assembly-v2-goal-observable,1,654,s,1
bbf_dac-s-rr1,metaworld,reach-v2-goal-observable,1,665,s,1
bbf_dac-s-rr1,metaworld,coffee-push-v2-goal-observable,1,652,s,1
bbf_dac-s-rr1,metaworld,coffee-pull-v2-goal-observable,1,659,s,1
bbf_dac-s-rr1,metaworld,basketball-v2-goal-observable,1,642,s,1
bbf_dac-s-rr1,metaworld,hammer-v2-goal-observable,1,657,s,1
bbf_dac-s-rr1,metaworld,push-back-v2-goal-observable,1,642,s,1
bbf_dac-s-rr1,metaworld,pick-place-wall-v2-goal-observable,1,680,s,1
bbf_dac-s-rr1,metaworld,lever-pull-v2-goal-observable,1,628,s,1
bbf_dac-s-rr1,metaworld,disassemble-v2-goal-observable,1,650,s,1
bbf_dac-s-rr1,metaworld,button-press-v2-goal-observable,1,628,s,1
bbf_dac-s-rr10,metaworld,push-v2-goal-observable,1,2295,s,10
bbf_dac-s-rr10,metaworld,sweep-v2-goal-observable,1,2282,s,10
bbf_dac-s-rr10,metaworld,stick-pull-v2-goal-observable,1,2283,s,10
bbf_dac-s-rr10,metaworld,hand-insert-v2-goal-observable,1,2305,s,10
bbf_dac-s-rr10,metaworld,assembly-v2-goal-observable,1,2258,s,10
bbf_dac-s-rr10,metaworld,reach-v2-goal-observable,1,2234,s,10
bbf_dac-s-rr10,metaworld,coffee-push-v2-goal-observable,1,2286,s,10
bbf_dac-s-rr10,metaworld,coffee-pull-v2-goal-observable,1,2287,s,10
bbf_dac-s-rr10,metaworld,basketball-v2-goal-observable,1,2247,s,10
bbf_dac-s-rr10,metaworld,hammer-v2-goal-observable,1,2260,s,10
bbf_dac-s-rr10,metaworld,push-back-v2-goal-observable,1,2248,s,10
bbf_dac-s-rr10,metaworld,pick-place-wall-v2-goal-observable,1,2267,s,10
bbf_dac-s-rr10,metaworld,lever-pull-v2-goal-observable,1,2239,s,10
bbf_dac-s-rr10,metaworld,disassemble-v2-goal-observable,1,2284,s,10
bbf_dac-s-rr10,metaworld,button-press-v2-goal-observable,1,2227,s,10
bbf_dac-s-rr15,metaworld,push-v2-goal-observable,1,3188,s,15
bbf_dac-s-rr15,metaworld,sweep-v2-goal-observable,1,3166,s,15
bbf_dac-s-rr15,metaworld,stick-pull-v2-goal-observable,1,3147,s,15
bbf_dac-s-rr15,metaworld,hand-insert-v2-goal-observable,1,3180,s,15
bbf_dac-s-rr15,metaworld,assembly-v2-goal-observable,1,3170,s,15
bbf_dac-s-rr15,metaworld,reach-v2-goal-observable,1,3190,s,15
bbf_dac-s-rr15,metaworld,coffee-push-v2-goal-observable,1,3193,s,15
bbf_dac-s-rr15,metaworld,coffee-pull-v2-goal-observable,1,3278,s,15
bbf_dac-s-rr15,metaworld,basketball-v2-goal-observable,1,3157,s,15
bbf_dac-s-rr15,metaworld,hammer-v2-goal-observable,1,3220,s,15
bbf_dac-s-rr15,metaworld,push-back-v2-goal-observable,1,3211,s,15
bbf_dac-s-rr15,metaworld,pick-place-wall-v2-goal-observable,1,3199,s,15
bbf_dac-s-rr15,metaworld,lever-pull-v2-goal-observable,1,3338,s,15
bbf_dac-s-rr15,metaworld,disassemble-v2-goal-observable,1,3230,s,15
bbf_dac-s-rr15,metaworld,button-press-v2-goal-observable,1,3176,s,15
bbf_dac-s-rr2,metaworld,push-v2-goal-observable,1,894,s,2
bbf_dac-s-rr2,metaworld,sweep-v2-goal-observable,1,886,s,2
bbf_dac-s-rr2,metaworld,stick-pull-v2-goal-observable,1,873,s,2
bbf_dac-s-rr2,metaworld,hand-insert-v2-goal-observable,1,902,s,2
bbf_dac-s-rr2,metaworld,assembly-v2-goal-observable,1,873,s,2
bbf_dac-s-rr2,metaworld,reach-v2-goal-observable,1,841,s,2
bbf_dac-s-rr2,metaworld,coffee-push-v2-goal-observable,1,858,s,2
bbf_dac-s-rr2,metaworld,coffee-pull-v2-goal-observable,1,870,s,2
bbf_dac-s-rr2,metaworld,basketball-v2-goal-observable,1,850,s,2
bbf_dac-s-rr2,metaworld,hammer-v2-goal-observable,1,862,s,2
bbf_dac-s-rr2,metaworld,push-back-v2-goal-observable,1,853,s,2
bbf_dac-s-rr2,metaworld,pick-place-wall-v2-goal-observable,1,880,s,2
bbf_dac-s-rr2,metaworld,lever-pull-v2-goal-observable,1,847,s,2
bbf_dac-s-rr2,metaworld,disassemble-v2-goal-observable,1,870,s,2
bbf_dac-s-rr2,metaworld,button-press-v2-goal-observable,1,843,s,2
bbf_dac-s-rr5,metaworld,push-v2-goal-observable,1,1484,s,5
bbf_dac-s-rr5,metaworld,sweep-v2-goal-observable,1,1471,s,5
bbf_dac-s-rr5,metaworld,stick-pull-v2-goal-observable,1,1484,s,5
bbf_dac-s-rr5,metaworld,hand-insert-v2-goal-observable,1,1499,s,5
bbf_dac-s-rr5,metaworld,assembly-v2-goal-observable,1,1446,s,5
bbf_dac-s-rr5,metaworld,reach-v2-goal-observable,1,1418,s,5
bbf_dac-s-rr5,metaworld,coffee-push-v2-goal-observable,1,1448,s,5
bbf_dac-s-rr5,metaworld,coffee-pull-v2-goal-observable,1,1456,s,5
bbf_dac-s-rr5,metaworld,basketball-v2-goal-observable,1,1527,s,5
bbf_dac-s-rr5,metaworld,hammer-v2-goal-observable,1,1605,s,5
bbf_dac-s-rr5,metaworld,push-back-v2-goal-observable,1,1549,s,5
bbf_dac-s-rr5,metaworld,pick-place-wall-v2-goal-observable,1,1633,s,5
bbf_dac-s-rr5,metaworld,lever-pull-v2-goal-observable,1,1548,s,5
bbf_dac-s-rr5,metaworld,disassemble-v2-goal-observable,1,1416,s,5
bbf_dac-s-rr5,metaworld,button-press-v2-goal-observable,1,1398,s,5
bbf_dac-m-rr1,metaworld,push-v2-goal-observable,1,675,m,1
bbf_dac-m-rr1,metaworld,sweep-v2-goal-observable,1,675,m,1
bbf_dac-m-rr1,metaworld,stick-pull-v2-goal-observable,1,653,m,1
bbf_dac-m-rr1,metaworld,hand-insert-v2-goal-observable,1,684,m,1
bbf_dac-m-rr1,metaworld,assembly-v2-goal-observable,1,652,m,1
bbf_dac-m-rr1,metaworld,reach-v2-goal-observable,1,624,m,1
bbf_dac-m-rr1,metaworld,coffee-push-v2-goal-observable,1,650,m,1
bbf_dac-m-rr1,metaworld,coffee-pull-v2-goal-observable,1,656,m,1
bbf_dac-m-rr1,metaworld,basketball-v2-goal-observable,1,634,m,1
bbf_dac-m-rr1,metaworld,hammer-v2-goal-observable,1,658,m,1
bbf_dac-m-rr1,metaworld,push-back-v2-goal-observable,1,634,m,1
bbf_dac-m-rr1,metaworld,pick-place-wall-v2-goal-observable,1,663,m,1
bbf_dac-m-rr1,metaworld,lever-pull-v2-goal-observable,1,644,m,1
bbf_dac-m-rr1,metaworld,disassemble-v2-goal-observable,1,653,m,1
bbf_dac-m-rr1,metaworld,button-press-v2-goal-observable,1,638,m,1
bbf_dac-m-rr10,metaworld,push-v2-goal-observable,1,2651,m,10
bbf_dac-m-rr10,metaworld,sweep-v2-goal-observable,1,2619,m,10
bbf_dac-m-rr10,metaworld,stick-pull-v2-goal-observable,1,2604,m,10
bbf_dac-m-rr10,metaworld,hand-insert-v2-goal-observable,1,2648,m,10
bbf_dac-m-rr10,metaworld,assembly-v2-goal-observable,1,2629,m,10
bbf_dac-m-rr10,metaworld,reach-v2-goal-observable,1,2581,m,10
bbf_dac-m-rr10,metaworld,coffee-push-v2-goal-observable,1,2596,m,10
bbf_dac-m-rr10,metaworld,coffee-pull-v2-goal-observable,1,2601,m,10
bbf_dac-m-rr10,metaworld,basketball-v2-goal-observable,1,2613,m,10
bbf_dac-m-rr10,metaworld,hammer-v2-goal-observable,1,2602,m,10
bbf_dac-m-rr10,metaworld,push-back-v2-goal-observable,1,2607,m,10
bbf_dac-m-rr10,metaworld,pick-place-wall-v2-goal-observable,1,2644,m,10
bbf_dac-m-rr10,metaworld,lever-pull-v2-goal-observable,1,2597,m,10
bbf_dac-m-rr10,metaworld,disassemble-v2-goal-observable,1,2595,m,10
bbf_dac-m-rr10,metaworld,button-press-v2-goal-observable,1,2592,m,10
bbf_dac-m-rr15,metaworld,push-v2-goal-observable,1,3737,m,15
bbf_dac-m-rr15,metaworld,sweep-v2-goal-observable,1,3688,m,15
bbf_dac-m-rr15,metaworld,stick-pull-v2-goal-observable,1,3689,m,15
bbf_dac-m-rr15,metaworld,hand-insert-v2-goal-observable,1,3729,m,15
bbf_dac-m-rr15,metaworld,assembly-v2-goal-observable,1,3709,m,15
bbf_dac-m-rr15,metaworld,reach-v2-goal-observable,1,3685,m,15
bbf_dac-m-rr15,metaworld,coffee-push-v2-goal-observable,1,3702,m,15
bbf_dac-m-rr15,metaworld,coffee-pull-v2-goal-observable,1,3696,m,15
bbf_dac-m-rr15,metaworld,basketball-v2-goal-observable,1,3692,m,15
bbf_dac-m-rr15,metaworld,hammer-v2-goal-observable,1,3652,m,15
bbf_dac-m-rr15,metaworld,push-back-v2-goal-observable,1,3680,m,15
bbf_dac-m-rr15,metaworld,pick-place-wall-v2-goal-observable,1,3710,m,15
bbf_dac-m-rr15,metaworld,lever-pull-v2-goal-observable,1,3645,m,15
bbf_dac-m-rr15,metaworld,disassemble-v2-goal-observable,1,3672,m,15
bbf_dac-m-rr15,metaworld,button-press-v2-goal-observable,1,3658,m,15
bbf_dac-m-rr2,metaworld,push-v2-goal-observable,1,904,m,2
bbf_dac-m-rr2,metaworld,sweep-v2-goal-observable,1,898,m,2
bbf_dac-m-rr2,metaworld,stick-pull-v2-goal-observable,1,896,m,2
bbf_dac-m-rr2,metaworld,hand-insert-v2-goal-observable,1,901,m,2
bbf_dac-m-rr2,metaworld,assembly-v2-goal-observable,1,878,m,2
bbf_dac-m-rr2,metaworld,reach-v2-goal-observable,1,855,m,2
bbf_dac-m-rr2,metaworld,coffee-push-v2-goal-observable,1,881,m,2
bbf_dac-m-rr2,metaworld,coffee-pull-v2-goal-observable,1,878,m,2
bbf_dac-m-rr2,metaworld,basketball-v2-goal-observable,1,864,m,2
bbf_dac-m-rr2,metaworld,hammer-v2-goal-observable,1,876,m,2
bbf_dac-m-rr2,metaworld,push-back-v2-goal-observable,1,849,m,2
bbf_dac-m-rr2,metaworld,pick-place-wall-v2-goal-observable,1,905,m,2
bbf_dac-m-rr2,metaworld,lever-pull-v2-goal-observable,1,866,m,2
bbf_dac-m-rr2,metaworld,disassemble-v2-goal-observable,1,880,m,2
bbf_dac-m-rr2,metaworld,button-press-v2-goal-observable,1,851,m,2
bbf_dac-m-rr5,metaworld,push-v2-goal-observable,1,1554,m,5
bbf_dac-m-rr5,metaworld,sweep-v2-goal-observable,1,1551,m,5
bbf_dac-m-rr5,metaworld,stick-pull-v2-goal-observable,1,1530,m,5
bbf_dac-m-rr5,metaworld,hand-insert-v2-goal-observable,1,1554,m,5
bbf_dac-m-rr5,metaworld,assembly-v2-goal-observable,1,1519,m,5
bbf_dac-m-rr5,metaworld,reach-v2-goal-observable,1,1493,m,5
bbf_dac-m-rr5,metaworld,coffee-push-v2-goal-observable,1,1523,m,5
bbf_dac-m-rr5,metaworld,coffee-pull-v2-goal-observable,1,1526,m,5
bbf_dac-m-rr5,metaworld,basketball-v2-goal-observable,1,1501,m,5
bbf_dac-m-rr5,metaworld,hammer-v2-goal-observable,1,1520,m,5
bbf_dac-m-rr5,metaworld,push-back-v2-goal-observable,1,1504,m,5
bbf_dac-m-rr5,metaworld,pick-place-wall-v2-goal-observable,1,1558,m,5
bbf_dac-m-rr5,metaworld,lever-pull-v2-goal-observable,1,1522,m,5
bbf_dac-m-rr5,metaworld,disassemble-v2-goal-observable,1,1532,m,5
bbf_dac-m-rr5,metaworld,button-press-v2-goal-observable,1,1506,m,5
bbf_dac-l-rr1,metaworld,push-v2-goal-observable,1,822,l,1
bbf_dac-l-rr1,metaworld,sweep-v2-goal-observable,1,814,l,1
bbf_dac-l-rr1,metaworld,stick-pull-v2-goal-observable,1,793,l,1
bbf_dac-l-rr1,metaworld,hand-insert-v2-goal-observable,1,816,l,1
bbf_dac-l-rr1,metaworld,assembly-v2-goal-observable,1,797,l,1
bbf_dac-l-rr1,metaworld,reach-v2-goal-observable,1,760,l,1
bbf_dac-l-rr1,metaworld,coffee-push-v2-goal-observable,1,794,l,1
bbf_dac-l-rr1,metaworld,coffee-pull-v2-goal-observable,1,797,l,1
bbf_dac-l-rr1,metaworld,basketball-v2-goal-observable,1,775,l,1
bbf_dac-l-rr1,metaworld,hammer-v2-goal-observable,1,786,l,1
bbf_dac-l-rr1,metaworld,push-back-v2-goal-observable,1,781,l,1
bbf_dac-l-rr1,metaworld,pick-place-wall-v2-goal-observable,1,801,l,1
bbf_dac-l-rr1,metaworld,lever-pull-v2-goal-observable,1,770,l,1
bbf_dac-l-rr1,metaworld,disassemble-v2-goal-observable,1,787,l,1
bbf_dac-l-rr1,metaworld,button-press-v2-goal-observable,1,770,l,1
bbf_dac-l-rr10,metaworld,push-v2-goal-observable,1,3490,l,10
bbf_dac-l-rr10,metaworld,sweep-v2-goal-observable,1,3484,l,10
bbf_dac-l-rr10,metaworld,stick-pull-v2-goal-observable,1,3515,l,10
bbf_dac-l-rr10,metaworld,hand-insert-v2-goal-observable,1,3544,l,10
bbf_dac-l-rr10,metaworld,assembly-v2-goal-observable,1,3486,l,10
bbf_dac-l-rr10,metaworld,reach-v2-goal-observable,1,3466,l,10
bbf_dac-l-rr10,metaworld,coffee-push-v2-goal-observable,1,3487,l,10
bbf_dac-l-rr10,metaworld,coffee-pull-v2-goal-observable,1,3499,l,10
bbf_dac-l-rr10,metaworld,basketball-v2-goal-observable,1,3496,l,10
bbf_dac-l-rr10,metaworld,hammer-v2-goal-observable,1,3500,l,10
bbf_dac-l-rr10,metaworld,push-back-v2-goal-observable,1,3496,l,10
bbf_dac-l-rr10,metaworld,pick-place-wall-v2-goal-observable,1,3484,l,10
bbf_dac-l-rr10,metaworld,lever-pull-v2-goal-observable,1,3442,l,10
bbf_dac-l-rr10,metaworld,disassemble-v2-goal-observable,1,3470,l,10
bbf_dac-l-rr10,metaworld,button-press-v2-goal-observable,1,3424,l,10
bbf_dac-l-rr15,metaworld,push-v2-goal-observable,1,5033,l,15
bbf_dac-l-rr15,metaworld,sweep-v2-goal-observable,1,5047,l,15
bbf_dac-l-rr15,metaworld,stick-pull-v2-goal-observable,1,4970,l,15
bbf_dac-l-rr15,metaworld,hand-insert-v2-goal-observable,1,4970,l,15
bbf_dac-l-rr15,metaworld,assembly-v2-goal-observable,1,5020,l,15
bbf_dac-l-rr15,metaworld,reach-v2-goal-observable,1,4931,l,15
bbf_dac-l-rr15,metaworld,coffee-push-v2-goal-observable,1,4963,l,15
bbf_dac-l-rr15,metaworld,coffee-pull-v2-goal-observable,1,5020,l,15
bbf_dac-l-rr15,metaworld,basketball-v2-goal-observable,1,4998,l,15
bbf_dac-l-rr15,metaworld,hammer-v2-goal-observable,1,5012,l,15
bbf_dac-l-rr15,metaworld,push-back-v2-goal-observable,1,4934,l,15
bbf_dac-l-rr15,metaworld,pick-place-wall-v2-goal-observable,1,4974,l,15
bbf_dac-l-rr15,metaworld,lever-pull-v2-goal-observable,1,4996,l,15
bbf_dac-l-rr15,metaworld,disassemble-v2-goal-observable,1,4999,l,15
bbf_dac-l-rr15,metaworld,button-press-v2-goal-observable,1,4971,l,15
bbf_dac-l-rr2,metaworld,push-v2-goal-observable,1,1100,l,2
bbf_dac-l-rr2,metaworld,sweep-v2-goal-observable,1,1123,l,2
bbf_dac-l-rr2,metaworld,stick-pull-v2-goal-observable,1,1108,l,2
bbf_dac-l-rr2,metaworld,hand-insert-v2-goal-observable,1,1122,l,2
bbf_dac-l-rr2,metaworld,assembly-v2-goal-observable,1,1107,l,2
bbf_dac-l-rr2,metaworld,reach-v2-goal-observable,1,1069,l,2
bbf_dac-l-rr2,metaworld,coffee-push-v2-goal-observable,1,1100,l,2
bbf_dac-l-rr2,metaworld,coffee-pull-v2-goal-observable,1,1106,l,2
bbf_dac-l-rr2,metaworld,basketball-v2-goal-observable,1,1083,l,2
bbf_dac-l-rr2,metaworld,hammer-v2-goal-observable,1,1086,l,2
bbf_dac-l-rr2,metaworld,push-back-v2-goal-observable,1,1080,l,2
bbf_dac-l-rr2,metaworld,pick-place-wall-v2-goal-observable,1,1118,l,2
bbf_dac-l-rr2,metaworld,lever-pull-v2-goal-observable,1,1078,l,2
bbf_dac-l-rr2,metaworld,disassemble-v2-goal-observable,1,1101,l,2
bbf_dac-l-rr2,metaworld,button-press-v2-goal-observable,1,1072,l,2
bbf_dac-l-rr5,metaworld,push-v2-goal-observable,1,2014,l,5
bbf_dac-l-rr5,metaworld,sweep-v2-goal-observable,1,2023,l,5
bbf_dac-l-rr5,metaworld,stick-pull-v2-goal-observable,1,2002,l,5
bbf_dac-l-rr5,metaworld,hand-insert-v2-goal-observable,1,2030,l,5
bbf_dac-l-rr5,metaworld,assembly-v2-goal-observable,1,1985,l,5
bbf_dac-l-rr5,metaworld,reach-v2-goal-observable,1,1967,l,5
bbf_dac-l-rr5,metaworld,coffee-push-v2-goal-observable,1,1990,l,5
bbf_dac-l-rr5,metaworld,coffee-pull-v2-goal-observable,1,1988,l,5
bbf_dac-l-rr5,metaworld,basketball-v2-goal-observable,1,1987,l,5
bbf_dac-l-rr5,metaworld,hammer-v2-goal-observable,1,1969,l,5
bbf_dac-l-rr5,metaworld,push-back-v2-goal-observable,1,1978,l,5
bbf_dac-l-rr5,metaworld,pick-place-wall-v2-goal-observable,1,2002,l,5
bbf_dac-l-rr5,metaworld,lever-pull-v2-goal-observable,1,1980,l,5
bbf_dac-l-rr5,metaworld,disassemble-v2-goal-observable,1,1951,l,5
bbf_dac-l-rr5,metaworld,button-press-v2-goal-observable,1,1950,l,5
bbf_dac-xl-rr1,metaworld,push-v2-goal-observable,1,943,xl,1
bbf_dac-xl-rr1,metaworld,sweep-v2-goal-observable,1,973,xl,1
bbf_dac-xl-rr1,metaworld,stick-pull-v2-goal-observable,1,946,xl,1
bbf_dac-xl-rr1,metaworld,hand-insert-v2-goal-observable,1,976,xl,1
bbf_dac-xl-rr1,metaworld,assembly-v2-goal-observable,1,944,xl,1
bbf_dac-xl-rr1,metaworld,reach-v2-goal-observable,1,909,xl,1
bbf_dac-xl-rr1,metaworld,coffee-push-v2-goal-observable,1,937,xl,1
bbf_dac-xl-rr1,metaworld,coffee-pull-v2-goal-observable,1,945,xl,1
bbf_dac-xl-rr1,metaworld,basketball-v2-goal-observable,1,926,xl,1
bbf_dac-xl-rr1,metaworld,hammer-v2-goal-observable,1,945,xl,1
bbf_dac-xl-rr1,metaworld,push-back-v2-goal-observable,1,929,xl,1
bbf_dac-xl-rr1,metaworld,pick-place-wall-v2-goal-observable,1,967,xl,1
bbf_dac-xl-rr1,metaworld,lever-pull-v2-goal-observable,1,926,xl,1
bbf_dac-xl-rr1,metaworld,disassemble-v2-goal-observable,1,938,xl,1
bbf_dac-xl-rr1,metaworld,button-press-v2-goal-observable,1,919,xl,1
bbf_dac-xl-rr10,metaworld,push-v2-goal-observable,1,5594,xl,10
bbf_dac-xl-rr10,metaworld,sweep-v2-goal-observable,1,5590,xl,10
bbf_dac-xl-rr10,metaworld,stick-pull-v2-goal-observable,1,5554,xl,10
bbf_dac-xl-rr10,metaworld,hand-insert-v2-goal-observable,1,5655,xl,10
bbf_dac-xl-rr10,metaworld,assembly-v2-goal-observable,1,5552,xl,10
bbf_dac-xl-rr10,metaworld,reach-v2-goal-observable,1,5539,xl,10
bbf_dac-xl-rr10,metaworld,coffee-push-v2-goal-observable,1,5602,xl,10
bbf_dac-xl-rr10,metaworld,coffee-pull-v2-goal-observable,1,5626,xl,10
bbf_dac-xl-rr10,metaworld,basketball-v2-goal-observable,1,5542,xl,10
bbf_dac-xl-rr10,metaworld,hammer-v2-goal-observable,1,5570,xl,10
bbf_dac-xl-rr10,metaworld,push-back-v2-goal-observable,1,5551,xl,10
bbf_dac-xl-rr10,metaworld,pick-place-wall-v2-goal-observable,1,5645,xl,10
bbf_dac-xl-rr10,metaworld,lever-pull-v2-goal-observable,1,5554,xl,10
bbf_dac-xl-rr10,metaworld,disassemble-v2-goal-observable,1,5544,xl,10
bbf_dac-xl-rr10,metaworld,button-press-v2-goal-observable,1,5585,xl,10
bbf_dac-xl-rr15,metaworld,push-v2-goal-observable,1,8219,xl,15
bbf_dac-xl-rr15,metaworld,sweep-v2-goal-observable,1,8186,xl,15
bbf_dac-xl-rr15,metaworld,stick-pull-v2-goal-observable,1,8181,xl,15
bbf_dac-xl-rr15,metaworld,hand-insert-v2-goal-observable,1,8201,xl,15
bbf_dac-xl-rr15,metaworld,assembly-v2-goal-observable,1,8107,xl,15
bbf_dac-xl-rr15,metaworld,reach-v2-goal-observable,1,8079,xl,15
bbf_dac-xl-rr15,metaworld,coffee-push-v2-goal-observable,1,8212,xl,15
bbf_dac-xl-rr15,metaworld,coffee-pull-v2-goal-observable,1,8217,xl,15
bbf_dac-xl-rr15,metaworld,basketball-v2-goal-observable,1,8097,xl,15
bbf_dac-xl-rr15,metaworld,hammer-v2-goal-observable,1,8094,xl,15
bbf_dac-xl-rr15,metaworld,push-back-v2-goal-observable,1,8103,xl,15
bbf_dac-xl-rr15,metaworld,pick-place-wall-v2-goal-observable,1,8219,xl,15
bbf_dac-xl-rr15,metaworld,lever-pull-v2-goal-observable,1,8077,xl,15
bbf_dac-xl-rr15,metaworld,disassemble-v2-goal-observable,1,8197,xl,15
bbf_dac-xl-rr15,metaworld,button-press-v2-goal-observable,1,8104,xl,15
bbf_dac-xl-rr2,metaworld,push-v2-goal-observable,1,1394,xl,2
bbf_dac-xl-rr2,metaworld,sweep-v2-goal-observable,1,1389,xl,2
bbf_dac-xl-rr2,metaworld,stick-pull-v2-goal-observable,1,1374,xl,2
bbf_dac-xl-rr2,metaworld,hand-insert-v2-goal-observable,1,1400,xl,2
bbf_dac-xl-rr2,metaworld,assembly-v2-goal-observable,1,1369,xl,2
bbf_dac-xl-rr2,metaworld,reach-v2-goal-observable,1,1341,xl,2
bbf_dac-xl-rr2,metaworld,coffee-push-v2-goal-observable,1,1365,xl,2
bbf_dac-xl-rr2,metaworld,coffee-pull-v2-goal-observable,1,1382,xl,2
bbf_dac-xl-rr2,metaworld,basketball-v2-goal-observable,1,1354,xl,2
bbf_dac-xl-rr2,metaworld,hammer-v2-goal-observable,1,1362,xl,2
bbf_dac-xl-rr2,metaworld,push-back-v2-goal-observable,1,1359,xl,2
bbf_dac-xl-rr2,metaworld,pick-place-wall-v2-goal-observable,1,1386,xl,2
bbf_dac-xl-rr2,metaworld,lever-pull-v2-goal-observable,1,1352,xl,2
