algo,universe,env,seed,time,model_size,replay_ratio
bbf_dac-xl-rr2,metaworld,disassemble-v2-goal-observable,1,1360,xl,2
bbf_dac-xl-rr2,metaworld,button-press-v2-goal-observable,1,1342,xl,2
bbf_dac-xl-rr5,metaworld,push-v2-goal-observable,1,3063,xl,5
bbf_dac-xl-rr5,metaworld,sweep-v2-goal-observable,1,3048,xl,5
bbf_dac-xl-rr5,metaworld,stick-pull-v2-goal-observable,1,3032,xl,5
bbf_dac-xl-rr5,metaworld,hand-insert-v2-goal-observable,1,3067,xl,5
bbf_dac-xl-rr5,metaworld,assembly-v2-goal-observable,1,3030,xl,5
bbf_dac-xl-rr5,metaworld,reach-v2-goal-observable,1,2969,xl,5
bbf_dac-xl-rr5,metaworld,coffee-push-v2-goal-observable,1,2991,xl,5
bbf_dac-xl-rr5,metaworld,coffee-pull-v2-goal-observable,1,3021,xl,5
bbf_dac-xl-rr5,metaworld,basketball-v2-goal-observable,1,2968,xl,5
bbf_dac-xl-rr5,metaworld,hammer-v2-goal-observable,1,3000,xl,5
bbf_dac-xl-rr5,metaworld,push-back-v2-goal-observable,1,2984,xl,5
bbf_dac-xl-rr5,metaworld,pick-place-wall-v2-goal-observable,1,3050,xl,5
bbf_dac-xl-rr5,metaworld,lever-pull-v2-goal-observable,1,2979,xl,5
bbf_dac-xl-rr5,metaworld,disassemble-v2-goal-observable,1,3017,xl,5
bbf_dac-xl-rr5,metaworld,button-press-v2-goal-observable,1,3011,xl,5
bbf_dac-xs-rr1,myo,myo-reach,0,562,xs,1
bbf_dac-xs-rr1,myo,myo-reach-hard,0,544,xs,1
bbf_dac-xs-rr1,myo,myo-pose,0,543,xs,1
bbf_dac-xs-rr1,myo,myo-pose-hard,0,547,xs,1
bbf_dac-xs-rr1,myo,myo-obj-hold,0,567,xs,1
bbf_dac-xs-rr1,myo,myo-obj-hold-hard,0,567,xs,1
bbf_dac-xs-rr1,myo,myo-key-turn,0,593,xs,1
bbf_dac-xs-rr1,myo,myo-key-turn-hard,0,586,xs,1
bbf_dac-xs-rr1,myo,myo-pen-twirl,0,512,xs,1
bbf_dac-xs-rr1,myo,myo-pen-twirl-hard,0,510,xs,1
bbf_dac-xs-rr10,myo,myo-reach,0,2185,xs,10
bbf_dac-xs-rr10,myo,myo-reach-hard,0,2179,xs,10
bbf_dac-xs-rr10,myo,myo-pose,0,2160,xs,10
bbf_dac-xs-rr10,myo,myo-pose-hard,0,2172,xs,10
bbf_dac-xs-rr10,myo,myo-obj-hold,0,2143,xs,10
bbf_dac-xs-rr10,myo,myo-obj-hold-hard,0,2159,xs,10
bbf_dac-xs-rr10,myo,myo-key-turn,0,2186,xs,10
bbf_dac-xs-rr10,myo,myo-key-turn-hard,0,2138,xs,10
bbf_dac-xs-rr10,myo,myo-pen-twirl,0,2073,xs,10
bbf_dac-xs-rr10,myo,myo-pen-twirl-hard,0,2081,xs,10
bbf_dac-xs-rr15,myo,myo-reach,0,3069,xs,15
bbf_dac-xs-rr15,myo,myo-reach-hard,0,3075,xs,15
bbf_dac-xs-rr15,myo,myo-pose,0,3051,xs,15
bbf_dac-xs-rr15,myo,myo-pose-hard,0,3090,xs,15
bbf_dac-xs-rr15,myo,myo-obj-hold,0,3081,xs,15
bbf_dac-xs-rr15,myo,myo-obj-hold-hard,0,3065,xs,15
bbf_dac-xs-rr15,myo,myo-key-turn,0,3080,xs,15
bbf_dac-xs-rr15,myo,myo-key-turn-hard,0,3081,xs,15
bbf_dac-xs-rr15,myo,myo-pen-twirl,0,2989,xs,15
bbf_dac-xs-rr15,myo,myo-pen-twirl-hard,0,2971,xs,15
bbf_dac-xs-rr2,myo,myo-reach,0,758,xs,2
bbf_dac-xs-rr2,myo,myo-reach-hard,0,749,xs,2
bbf_dac-xs-rr2,myo,myo-pose,0,730,xs,2
bbf_dac-xs-rr2,myo,myo-pose-hard,0,747,xs,2
bbf_dac-xs-rr2,myo,myo-obj-hold,0,754,xs,2
bbf_dac-xs-rr2,myo,myo-obj-hold-hard,0,746,xs,2
bbf_dac-xs-rr2,myo,myo-key-turn,0,783,xs,2
bbf_dac-xs-rr2,myo,myo-key-turn-hard,0,785,xs,2
bbf_dac-xs-rr2,myo,myo-pen-twirl,0,695,xs,2
bbf_dac-xs-rr2,myo,myo-pen-twirl-hard,0,702,xs,2
bbf_dac-xs-rr5,myo,myo-reach,0,1340,xs,5
bbf_dac-xs-rr5,myo,myo-reach-hard,0,1337,xs,5
bbf_dac-xs-rr5,myo,myo-pose,0,1327,xs,5
bbf_dac-xs-rr5,myo,myo-pose-hard,0,1325,xs,5
bbf_dac-xs-rr5,myo,myo-obj-hold,0,1346,xs,5
bbf_dac-xs-rr5,myo,myo-obj-hold-hard,0,1328,xs,5
bbf_dac-xs-rr5,myo,myo-key-turn,0,1296,xs,5
bbf_dac-xs-rr5,myo,myo-key-turn-hard,0,1463,xs,5
bbf_dac-xs-rr5,myo,myo-pen-twirl,0,1253,xs,5
bbf_dac-xs-rr5,myo,myo-pen-twirl-hard,0,1269,xs,5
bbf_dac-s-rr1,myo,myo-reach,0,564,s,1
bbf_dac-s-rr1,myo,myo-reach-hard,0,578,s,1
bbf_dac-s-rr1,myo,myo-pose,0,556,s,1
bbf_dac-s-rr1,myo,myo-pose-hard,0,568,s,1
bbf_dac-s-rr1,myo,myo-obj-hold,0,576,s,1
bbf_dac-s-rr1,myo,myo-obj-hold-hard,0,584,s,1
bbf_dac-s-rr1,myo,myo-key-turn,0,601,s,1
bbf_dac-s-rr1,myo,myo-key-turn-hard,0,601,s,1
bbf_dac-s-rr1,myo,myo-pen-twirl,0,524,s,1
bbf_dac-s-rr1,myo,myo-pen-twirl-hard,0,532,s,1
bbf_dac-s-rr10,myo,myo-reach,0,2321,s,10
bbf_dac-s-rr10,myo,myo-reach-hard,0,2310,s,10
bbf_dac-s-rr10,myo,myo-pose,0,2277,s,10
bbf_dac-s-rr10,myo,myo-pose-hard,0,2334,s,10
bbf_dac-s-rr10,myo,myo-obj-hold,0,2304,s,10
bbf_dac-s-rr10,myo,myo-obj-hold-hard,0,2329,s,10
bbf_dac-s-rr10,myo,myo-key-turn,0,2298,s,10
bbf_dac-s-rr10,myo,myo-key-turn-hard,0,2289,s,10
bbf_dac-s-rr10,myo,myo-pen-twirl,0,2250,s,10
bbf_dac-s-rr10,myo,myo-pen-twirl-hard,0,2272,s,10
bbf_dac-s-rr15,myo,myo-reach,0,3327,s,15
bbf_dac-s-rr15,myo,myo-reach-hard,0,3316,s,15
bbf_dac-s-rr15,myo,myo-pose,0,3307,s,15
bbf_dac-s-rr15,myo,myo-pose-hard,0,3325,s,15
bbf_dac-s-rr15,myo,myo-obj-hold,0,3256,s,15
bbf_dac-s-rr15,myo,myo-obj-hold-hard,0,3286,s,15
bbf_dac-s-rr15,myo,myo-key-turn,0,3223,s,15
bbf_dac-s-rr15,myo,myo-key-turn-hard,0,3270,s,15
bbf_dac-s-rr15,myo,myo-pen-twirl,0,3202,s,15
bbf_dac-s-rr15,myo,myo-pen-twirl-hard,0,3167,s,15
bbf_dac-s-rr2,myo,myo-reach,0,783,s,2
bbf_dac-s-rr2,myo,myo-reach-hard,0,788,s,2
bbf_dac-s-rr2,myo,myo-pose,0,769,s,2
bbf_dac-s-rr2,myo,myo-pose-hard,0,794,s,2
bbf_dac-s-rr2,myo,myo-obj-hold,0,802,s,2
bbf_dac-s-rr2,myo,myo-obj-hold-hard,0,798,s,2
bbf_dac-s-rr2,myo,myo-key-turn,0,827,s,2
bbf_dac-s-rr2,myo,myo-key-turn-hard,0,813,s,2
bbf_dac-s-rr2,myo,myo-pen-twirl,0,737,s,2
bbf_dac-s-rr2,myo,myo-pen-twirl-hard,0,745,s,2
bbf_dac-s-rr5,myo,myo-reach,0,1381,s,5
bbf_dac-s-rr5,myo,myo-reach-hard,0,1370,s,5
bbf_dac-s-rr5,myo,myo-pose,0,1371,s,5
bbf_dac-s-rr5,myo,myo-pose-hard,0,1381,s,5
bbf_dac-s-rr5,myo,myo-obj-hold,0,1379,s,5
bbf_dac-s-rr5,myo,myo-obj-hold-hard,0,1373,s,5
bbf_dac-s-rr5,myo,myo-key-turn,0,1408,s,5
bbf_dac-s-rr5,myo,myo-key-turn-hard,0,1403,s,5
bbf_dac-s-rr5,myo,myo-pen-twirl,0,1315,s,5
bbf_dac-s-rr5,myo,myo-pen-twirl-hard,0,1321,s,5
bbf_dac-m-rr1,myo,myo-reach,0,710,m,1
bbf_dac-m-rr1,myo,myo-reach-hard,0,647,m,1
bbf_dac-m-rr1,myo,myo-pose,0,692,m,1
bbf_dac-m-rr1,myo,myo-pose-hard,0,685,m,1
bbf_dac-m-rr1,myo,myo-obj-hold,0,583,m,1
bbf_dac-m-rr1,myo,myo-obj-hold-hard,0,645,m,1
bbf_dac-m-rr1,myo,myo-key-turn,0,609,m,1
bbf_dac-m-rr1,myo,myo-key-turn-hard,0,723,m,1
bbf_dac-m-rr1,myo,myo-pen-twirl,0,648,m,1
bbf_dac-m-rr1,myo,myo-pen-twirl-hard,0,557,m,1
bbf_dac-m-rr10,myo,myo-reach,0,2718,m,10
bbf_dac-m-rr10,myo,myo-reach-hard,0,2708,m,10
bbf_dac-m-rr10,myo,myo-pose,0,2639,m,10
bbf_dac-m-rr10,myo,myo-pose-hard,0,2697,m,10
bbf_dac-m-rr10,myo,myo-obj-hold,0,2698,m,10
bbf_dac-m-rr10,myo,myo-obj-hold-hard,0,2701,m,10
bbf_dac-m-rr10,myo,myo-key-turn,0,2663,m,10
bbf_dac-m-rr10,myo,myo-key-turn-hard,0,2657,m,10
bbf_dac-m-rr10,myo,myo-pen-twirl,0,2607,m,10
bbf_dac-m-rr10,myo,myo-pen-twirl-hard,0,2591,m,10
bbf_dac-m-rr15,myo,myo-reach,0,3875,m,15
bbf_dac-m-rr15,myo,myo-reach-hard,0,3889,m,15
bbf_dac-m-rr15,myo,myo-pose,0,3866,m,15
bbf_dac-m-rr15,myo,myo-pose-hard,0,3854,m,15
bbf_dac-m-rr15,myo,myo-obj-hold,0,3826,m,15
bbf_dac-m-rr15,myo,myo-obj-hold-hard,0,3873,m,15
bbf_dac-m-rr15,myo,myo-key-turn,0,3807,m,15
bbf_dac-m-rr15,myo,myo-key-turn-hard,0,3835,m,15
bbf_dac-m-rr15,myo,myo-pen-twirl,0,3795,m,15
bbf_dac-m-rr15,myo,myo-pen-twirl-hard,0,3739,m,15
bbf_dac-m-rr2,myo,myo-reach,0,836,m,2
bbf_dac-m-rr2,myo,myo-reach-hard,0,825,m,2
bbf_dac-m-rr2,myo,myo-pose,0,798,m,2
bbf_dac-m-rr2,myo,myo-pose-hard,0,808,m,2
bbf_dac-m-rr2,myo,myo-obj-hold,0,823,m,2
bbf_dac-m-rr2,myo,myo-obj-hold-hard,0,826,m,2
bbf_dac-m-rr2,myo,myo-key-turn,0,847,m,2
bbf_dac-m-rr2,myo,myo-key-turn-hard,0,845,m,2
bbf_dac-m-rr2,myo,myo-pen-twirl,0,758,m,2
bbf_dac-m-rr2,myo,myo-pen-twirl-hard,0,765,m,2
bbf_dac-m-rr5,myo,myo-reach,0,1546,m,5
bbf_dac-m-rr5,myo,myo-reach-hard,0,1532,m,5
bbf_dac-m-rr5,myo,myo-pose,0,1501,m,5
bbf_dac-m-rr5,myo,myo-pose-hard,0,1527,m,5
bbf_dac-m-rr5,myo,myo-obj-hold,0,1514,m,5
bbf_dac-m-rr5,myo,myo-obj-hold-hard,0,1538,m,5
bbf_dac-m-rr5,myo,myo-key-turn,0,1524,m,5
bbf_dac-m-rr5,myo,myo-key-turn-hard,0,1548,m,5
bbf_dac-m-rr5,myo,myo-pen-twirl,0,1470,m,5
bbf_dac-m-rr5,myo,myo-pen-twirl-hard,0,1470,m,5
bbf_dac-l-rr1,myo,myo-reach,0,742,l,1
bbf_dac-l-rr1,myo,myo-reach-hard,0,733,l,1
bbf_dac-l-rr1,myo,myo-pose,0,702,l,1
bbf_dac-l-rr1,myo,myo-pose-hard,0,731,l,1
bbf_dac-l-rr1,myo,myo-obj-hold,0,729,l,1
bbf_dac-l-rr1,myo,myo-obj-hold-hard,0,735,l,1
bbf_dac-l-rr1,myo,myo-key-turn,0,758,l,1
bbf_dac-l-rr1,myo,myo-key-turn-hard,0,757,l,1
bbf_dac-l-rr1,myo,myo-pen-twirl,0,679,l,1
bbf_dac-l-rr1,myo,myo-pen-twirl-hard,0,677,l,1
bbf_dac-l-rr10,myo,myo-reach,0,3543,l,10
bbf_dac-l-rr10,myo,myo-reach-hard,0,3529,l,10
bbf_dac-l-rr10,myo,myo-pose,0,3552,l,10
bbf_dac-l-rr10,myo,myo-pose-hard,0,3560,l,10
bbf_dac-l-rr10,myo,myo-obj-hold,0,3509,l,10
bbf_dac-l-rr10,myo,myo-obj-hold-hard,0,3511,l,10
bbf_dac-l-rr10,myo,myo-key-turn,0,3537,l,10
bbf_dac-l-rr10,myo,myo-key-turn-hard,0,3497,l,10
bbf_dac-l-rr10,myo,myo-pen-twirl,0,3494,l,10
bbf_dac-l-rr10,myo,myo-pen-twirl-hard,0,3475,l,10
bbf_dac-l-rr15,myo,myo-reach,0,5166,l,15
bbf_dac-l-rr15,myo,myo-reach-hard,0,5221,l,15
bbf_dac-l-rr15,myo,myo-pose,0,5164,l,15
bbf_dac-l-rr15,myo,myo-pose-hard,0,5189,l,15
bbf_dac-l-rr15,myo,myo-obj-hold,0,5158,l,15
bbf_dac-l-rr15,myo,myo-obj-hold-hard,0,5116,l,15
bbf_dac-l-rr15,myo,myo-key-turn,0,5151,l,15
bbf_dac-l-rr15,myo,myo-key-turn-hard,0,5126,l,15
bbf_dac-l-rr15,myo,myo-pen-twirl,0,5079,l,15
bbf_dac-l-rr15,myo,myo-pen-twirl-hard,0,5037,l,15
bbf_dac-l-rr2,myo,myo-reach,0,1029,l,2
bbf_dac-l-rr2,myo,myo-reach-hard,0,1016,l,2
bbf_dac-l-rr2,myo,myo-pose,0,1003,l,2
bbf_dac-l-rr2,myo,myo-pose-hard,0,1025,l,2
bbf_dac-l-rr2,myo,myo-obj-hold,0,1019,l,2
bbf_dac-l-rr2,myo,myo-obj-hold-hard,0,1041,l,2
bbf_dac-l-rr2,myo,myo-key-turn,0,1064,l,2
bbf_dac-l-rr2,myo,myo-key-turn-hard,0,1049,l,2
bbf_dac-l-rr2,myo,myo-pen-twirl,0,973,l,2
bbf_dac-l-rr2,myo,myo-pen-twirl-hard,0,966,l,2
bbf_dac-l-rr5,myo,myo-reach,0,1984,l,5
bbf_dac-l-rr5,myo,myo-reach-hard,0,1977,l,5
bbf_dac-l-rr5,myo,myo-pose,0,1961,l,5
bbf_dac-l-rr5,myo,myo-pose-hard,0,1990,l,5
bbf_dac-l-rr5,myo,myo-obj-hold,0,1979,l,5
bbf_dac-l-rr5,myo,myo-obj-hold-hard,0,1976,l,5
bbf_dac-l-rr5,myo,myo-key-turn,0,1996,l,5
bbf_dac-l-rr5,myo,myo-key-turn-hard,0,1965,l,5
bbf_dac-l-rr5,myo,myo-pen-twirl,0,1910,l,5
bbf_dac-l-rr5,myo,myo-pen-twirl-hard,0,1908,l,5
bbf_dac-xl-rr1,myo,myo-reach,0,880,xl,1
bbf_dac-xl-rr1,myo,myo-reach-hard,0,881,xl,1
bbf_dac-xl-rr1,myo,myo-pose,0,863,xl,1
bbf_dac-xl-rr1,myo,myo-pose-hard,0,882,xl,1
bbf_dac-xl-rr1,myo,myo-obj-hold,0,880,xl,1
bbf_dac-xl-rr1,myo,myo-obj-hold-hard,0,883,xl,1
bbf_dac-xl-rr1,myo,myo-key-turn,0,904,xl,1
bbf_dac-xl-rr1,myo,myo-key-turn-hard,0,919,xl,1
bbf_dac-xl-rr1,myo,myo-pen-twirl,0,839,xl,1
bbf_dac-xl-rr1,myo,myo-pen-twirl-hard,0,830,xl,1
bbf_dac-xl-rr10,myo,myo-reach,0,5666,xl,10
bbf_dac-xl-rr10,myo,myo-reach-hard,0,5717,xl,10
bbf_dac-xl-rr10,myo,myo-pose,0,5671,xl,10
bbf_dac-xl-rr10,myo,myo-pose-hard,0,5642,xl,10
bbf_dac-xl-rr10,myo,myo-obj-hold,0,5689,xl,10
bbf_dac-xl-rr10,myo,myo-obj-hold-hard,0,5699,xl,10
bbf_dac-xl-rr10,myo,myo-key-turn,0,5703,xl,10
bbf_dac-xl-rr10,myo,myo-key-turn-hard,0,5703,xl,10
bbf_dac-xl-rr10,myo,myo-pen-twirl,0,5628,xl,10
bbf_dac-xl-rr10,myo,myo-pen-twirl-hard,0,5624,xl,10
bbf_dac-xl-rr15,myo,myo-reach,0,8349,xl,15
bbf_dac-xl-rr15,myo,myo-reach-hard,0,8339,xl,15
bbf_dac-xl-rr15,myo,myo-pose,0,8288,xl,15
bbf_dac-xl-rr15,myo,myo-pose-hard,0,8392,xl,15
bbf_dac-xl-rr15,myo,myo-obj-hold,0,8401,xl,15
bbf_dac-xl-rr15,myo,myo-obj-hold-hard,0,8305,xl,15
bbf_dac-xl-rr15,myo,myo-key-turn,0,8399,xl,15
bbf_dac-xl-rr15,myo,myo-key-turn-hard,0,8365,xl,15
bbf_dac-xl-rr15,myo,myo-pen-twirl,0,8317,xl,15
bbf_dac-xl-rr15,myo,myo-pen-twirl-hard,0,8285,xl,15
bbf_dac-xl-rr2,myo,myo-reach,0,1282,xl,2
bbf_dac-xl-rr2,myo,myo-reach-hard,0,1280,xl,2
bbf_dac-xl-rr2,myo,myo-pose,0,1264,xl,2
bbf_dac-xl-rr2,myo,myo-pose-hard,0,1283,xl,2
bbf_dac-xl-rr2,myo,myo-obj-hold,0,1282,xl,2
bbf_dac-xl-rr2,myo,myo-obj-hold-hard,0,1290,xl,2
bbf_dac-xl-rr2,myo,myo-key-turn,0,1311,xl,2
bbf_dac-xl-rr2,myo,myo-key-turn-hard,0,1301,xl,2
bbf_dac-xl-rr2,myo,myo-pen-twirl,0,1222,xl,2
bbf_dac-xl-rr2,myo,myo-pen-twirl-hard,0,1230,xl,2
bbf_dac-xl-rr5,myo,myo-reach,0,3043,xl,5
bbf_dac-xl-rr5,myo,myo-reach-hard,0,3009,xl,5
bbf_dac-xl-rr5,myo,myo-pose,0,2975,xl,5
bbf_dac-xl-rr5,myo,myo-pose-hard,0,3039,xl,5
bbf_dac-xl-rr5,myo,myo-obj-hold,0,3004,xl,5
bbf_dac-xl-rr5,myo,myo-obj-hold-hard,0,2994,xl,5
bbf_dac-xl-rr5,myo,myo-key-turn,0,3001,xl,5
bbf_dac-xl-rr5,myo,myo-key-turn-hard,0,2994,xl,5
bbf_dac-xl-rr5,myo,myo-pen-twirl,0,2975,xl,5
bbf_dac-xl-rr5,myo,myo-pen-twirl-hard,0,2953,xl,5
bbf_dac-xs-rr1,myo,myo-reach,1,542,xs,1
bbf_dac-xs-rr1,myo,myo-reach-hard,1,538,xs,1
bbf_dac-xs-rr1,myo,myo-pose,1,531,xs,1
bbf_dac-xs-rr1,myo,myo-pose-hard,1,544,xs,1
bbf_dac-xs-rr1,myo,myo-obj-hold,1,550,xs,1
bbf_dac-xs-rr1,myo,myo-obj-hold-hard,1,556,xs,1
bbf_dac-xs-rr1,myo,myo-key-turn,1,582,xs,1
bbf_dac-xs-rr1,myo,myo-key-turn-hard,1,585,xs,1
bbf_dac-xs-rr1,myo,myo-pen-twirl,1,509,xs,1
bbf_dac-xs-rr1,myo,myo-pen-twirl-hard,1,503,xs,1
bbf_dac-xs-rr10,myo,myo-reach,1,2202,xs,10
bbf_dac-xs-rr10,myo,myo-reach-hard,1,2164,xs,10
bbf_dac-xs-rr10,myo,myo-pose,1,2149,xs,10
bbf_dac-xs-rr10,myo,myo-pose-hard,1,2178,xs,10
bbf_dac-xs-rr10,myo,myo-obj-hold,1,2181,xs,10
bbf_dac-xs-rr10,myo,myo-obj-hold-hard,1,2153,xs,10
bbf_dac-xs-rr10,myo,myo-key-turn,1,2202,xs,10
bbf_dac-xs-rr10,myo,myo-key-turn-hard,1,2172,xs,10
bbf_dac-xs-rr10,myo,myo-pen-twirl,1,2111,xs,10
bbf_dac-xs-rr10,myo,myo-pen-twirl-hard,1,2121,xs,10
bbf_dac-xs-rr15,myo,myo-reach,1,3074,xs,15
bbf_dac-xs-rr15,myo,myo-reach-hard,1,3140,xs,15
bbf_dac-xs-rr15,myo,myo-pose,1,3127,xs,15
bbf_dac-xs-rr15,myo,myo-pose-hard,1,3085,xs,15
bbf_dac-xs-rr15,myo,myo-obj-hold,1,3063,xs,15
bbf_dac-xs-rr15,myo,myo-obj-hold-hard,1,3072,xs,15
bbf_dac-xs-rr15,myo,myo-key-turn,1,3027,xs,15
bbf_dac-xs-rr15,myo,myo-key-turn-hard,1,3033,xs,15
bbf_dac-xs-rr15,myo,myo-pen-twirl,1,2990,xs,15
bbf_dac-xs-rr15,myo,myo-pen-twirl-hard,1,2998,xs,15
bbf_dac-xs-rr2,myo,myo-reach,1,738,xs,2
bbf_dac-xs-rr2,myo,myo-reach-hard,1,746,xs,2
bbf_dac-xs-rr2,myo,myo-pose,1,722,xs,2
bbf_dac-xs-rr2,myo,myo-pose-hard,1,740,xs,2
bbf_dac-xs-rr2,myo,myo-obj-hold,1,745,xs,2
bbf_dac-xs-rr2,myo,myo-obj-hold-hard,1,749,xs,2
bbf_dac-xs-rr2,myo,myo-key-turn,1,775,xs,2
bbf_dac-xs-rr2,myo,myo-key-turn-hard,1,772,xs,2
bbf_dac-xs-rr2,myo,myo-pen-twirl,1,697,xs,2
bbf_dac-xs-rr2,myo,myo-pen-twirl-hard,1,692,xs,2
bbf_dac-xs-rr5,myo,myo-reach,1,1297,xs,5
bbf_dac-xs-rr5,myo,myo-reach-hard,1,1267,xs,5
bbf_dac-xs-rr5,myo,myo-pose,1,1258,xs,5
bbf_dac-xs-rr5,myo,myo-pose-hard,1,1289,xs,5
bbf_dac-xs-rr5,myo,myo-obj-hold,1,1268,xs,5
bbf_dac-xs-rr5,myo,myo-obj-hold-hard,1,1289,xs,5
bbf_dac-xs-rr5,myo,myo-key-turn,1,1316,xs,5
bbf_dac-xs-rr5,myo,myo-key-turn-hard,1,1327,xs,5
bbf_dac-xs-rr5,myo,myo-pen-twirl,1,1222,xs,5
bbf_dac-xs-rr5,myo,myo-pen-twirl-hard,1,1235,xs,5
bbf_dac-s-rr1,myo,myo-reach,1,580,s,1
bbf_dac-s-rr1,myo,myo-reach-hard,1,577,s,1
bbf_dac-s-rr1,myo,myo-pose,1,559,s,1
bbf_dac-s-rr1,myo,myo-pose-hard,1,575,s,1
bbf_dac-s-rr1,myo,myo-obj-hold,1,585,s,1
bbf_dac-s-rr1,myo,myo-obj-hold-hard,1,588,s,1
bbf_dac-s-rr1,myo,myo-key-turn,1,614,s,1
bbf_dac-s-rr1,myo,myo-key-turn-hard,1,644,s,1
bbf_dac-s-rr1,myo,myo-pen-twirl,1,574,s,1
bbf_dac-s-rr1,myo,myo-pen-twirl-hard,1,579,s,1
bbf_dac-s-rr10,myo,myo-reach,1,2373,s,10
bbf_dac-s-rr10,myo,myo-reach-hard,1,2376,s,10
bbf_dac-s-rr10,myo,myo-pose,1,2415,s,10
bbf_dac-s-rr10,myo,myo-pose-hard,1,2437,s,10
bbf_dac-s-rr10,myo,myo-obj-hold,1,2369,s,10
bbf_dac-s-rr10,myo,myo-obj-hold-hard,1,2300,s,10
bbf_dac-s-rr10,myo,myo-key-turn,1,2322,s,10
bbf_dac-s-rr10,myo,myo-key-turn-hard,1,2318,s,10
bbf_dac-s-rr10,myo,myo-pen-twirl,1,2268,s,10
bbf_dac-s-rr10,myo,myo-pen-twirl-hard,1,2262,s,10
bbf_dac-s-rr15,myo,myo-reach,1,3341,s,15
bbf_dac-s-rr15,myo,myo-reach-hard,1,3414,s,15
bbf_dac-s-rr15,myo,myo-pose,1,3367,s,15
bbf_dac-s-rr15,myo,myo-pose-hard,1,3334,s,15
bbf_dac-s-rr15,myo,myo-obj-hold,1,3242,s,15
bbf_dac-s-rr15,myo,myo-obj-hold-hard,1,3291,s,15
bbf_dac-s-rr15,myo,myo-key-turn,1,3233,s,15
bbf_dac-s-rr15,myo,myo-key-turn-hard,1,3232,s,15
bbf_dac-s-rr15,myo,myo-pen-twirl,1,3165,s,15
bbf_dac-s-rr15,myo,myo-pen-twirl-hard,1,3223,s,15
bbf_dac-s-rr2,myo,myo-reach,1,826,s,2
bbf_dac-s-rr2,myo,myo-reach-hard,1,791,s,2
bbf_dac-s-rr2,myo,myo-pose,1,796,s,2
bbf_dac-s-rr2,myo,myo-pose-hard,1,808,s,2
bbf_dac-s-rr2,myo,myo-obj-hold,1,805,s,2
bbf_dac-s-rr2,myo,myo-obj-hold-hard,1,848,s,2
bbf_dac-s-rr2,myo,myo-key-turn,1,878,s,2
bbf_dac-s-rr2,myo,myo-key-turn-hard,1,865,s,2
bbf_dac-s-rr2,myo,myo-pen-twirl,1,794,s,2
bbf_dac-s-rr2,myo,myo-pen-twirl-hard,1,797,s,2
bbf_dac-s-rr5,myo,myo-reach,1,1373,s,5
bbf_dac-s-rr5,myo,myo-reach-hard,1,1376,s,5
bbf_dac-s-rr5,myo,myo-pose,1,1365,s,5
bbf_dac-s-rr5,myo,myo-pose-hard,1,1453,s,5
bbf_dac-s-rr5,myo,myo-obj-hold,1,1435,s,5
bbf_dac-s-rr5,myo,myo-obj-hold-hard,1,1451,s,5
bbf_dac-s-rr5,myo,myo-key-turn,1,1494,s,5
bbf_dac-s-rr5,myo,myo-key-turn-hard,1,1464,s,5
bbf_dac-s-rr5,myo,myo-pen-twirl,1,1337,s,5
bbf_dac-s-rr5,myo,myo-pen-twirl-hard,1,1318,s,5
bbf_dac-m-rr1,myo,myo-reach,1,580,m,1
bbf_dac-m-rr1,myo,myo-reach-hard,1,583,m,1
bbf_dac-m-rr1,myo,myo-pose,1,561,m,1
bbf_dac-m-rr1,myo,myo-pose-hard,1,575,m,1
bbf_dac-m-rr1,myo,myo-obj-hold,1,576,m,1
bbf_dac-m-rr1,myo,myo-obj-hold-hard,1,592,m,1
bbf_dac-m-rr1,myo,myo-key-turn,1,604,m,1
bbf_dac-m-rr1,myo,myo-key-turn-hard,1,610,m,1
bbf_dac-m-rr1,myo,myo-pen-twirl,1,532,m,1
bbf_dac-m-rr1,myo,myo-pen-twirl-hard,1,533,m,1
bbf_dac-m-rr10,myo,myo-reach,1,2708,m,10
bbf_dac-m-rr10,myo,myo-reach-hard,1,2720,m,10
bbf_dac-m-rr10,myo,myo-pose,1,2667,m,10
bbf_dac-m-rr10,myo,myo-pose-hard,1,2709,m,10
bbf_dac-m-rr10,myo,myo-obj-hold,1,2683,m,10
bbf_dac-m-rr10,myo,myo-obj-hold-hard,1,2665,m,10
bbf_dac-m-rr10,myo,myo-key-turn,1,2702,m,10
bbf_dac-m-rr10,myo,myo-key-turn-hard,1,2670,m,10
bbf_dac-m-rr10,myo,myo-pen-twirl,1,2612,m,10
bbf_dac-m-rr10,myo,myo-pen-twirl-hard,1,2613,m,10
bbf_dac-m-rr15,myo,myo-reach,1,3889,m,15
bbf_dac-m-rr15,myo,myo-reach-hard,1,3874,m,15
bbf_dac-m-rr15,myo,myo-pose,1,3864,m,15
bbf_dac-m-rr15,myo,myo-pose-hard,1,3824,m,15
bbf_dac-m-rr15,myo,myo-obj-hold,1,3854,m,15
bbf_dac-m-rr15,myo,myo-obj-hold-hard,1,3866,m,15
bbf_dac-m-rr15,myo,myo-key-turn,1,3781,m,15
bbf_dac-m-rr15,myo,myo-key-turn-hard,1,3764,m,15
bbf_dac-m-rr15,myo,myo-pen-twirl,1,3751,m,15
bbf_dac-m-rr15,myo,myo-pen-twirl-hard,1,3778,m,15
bbf_dac-m-rr2,myo,myo-reach,1,818,m,2
